cpr,municipality,salary
1603735087,Middelfart,517761
1804798734,Høje-Taastrup,387044
1202855727,Odder,451620
2406708482,Holstebro,533766
0510860758,København,357844
2002696649,Silkeborg,573275
2110797764,Viborg,443447
0306546795,København,741932
2608935597,Frederiksberg,379553
0607538195,København,747553
2509674854,Odsherred,564461
1710828837,Vejle,472323
1301674329,København,608355
1712568341,Viborg,781483
1604975275,Odense,321627
0810717628,Gladsaxe,495380
1510761482,Roskilde,471636
2306946643,København,322550
2502757927,Roskilde,498648
0401868466,Gentofte,372762
2212798160,København,455637
1909747286,Esbjerg,482054
1305867105,Aalborg,400200
0206918207,Viborg,333298
1806971672,Vordingborg,219351
1703881692,Viborg,369118
0407807489,Herning,443619
2705720424,Helsingør,509267
0702554246,Roskilde,696872
0312865367,Aalborg,356720
1303987361,Næstved,316310
0411810622,Middelfart,452568
3108918279,Greve,310587
0610712383,Aalborg,616556
0710705932,Fanø,511306
1110939655,Aarhus,348396
1904927001,Aalborg,307323
0902803837,Esbjerg,508815
2409930748,Herning,328829
0204923018,København,338764
0503884347,Gentofte,344978
0909795345,Kalundborg,491991
2709740808,Vejle,532869
1111973452,Lyngby-Taarbæk,213765
2607686866,Jammerbugt,620057
2806991102,Sønderborg,209121
1007984008,Rudersdal,285708
1503676130,Aabenraa,597533
2011933911,Kolding,346713
0605623193,Frederikssund,656641
2106630421,Sønderborg,577620
2305755376,Silkeborg,442538
2608876508,Køge,332413
0910877352,Odense,352292
0312775021,Randers,440248
2312797989,Frederiksberg,447060
0803875085,Næstved,361834
2601671647,Brønderslev,575973
2412844613,København,412942
0204816144,København,465719
1208766515,Randers,483527
2211883576,Allerød,298932
2804696712,Aarhus,496517
0911802255,Faaborg-Midtfyn,478230
3001875264,Egedal,416888
2103997888,Randers,235526
1611805382,Frederiksberg,410742
2102701209,Aarhus,568819
1504716411,Gladsaxe,539577
2709850348,Odense,381491
1002708170,Herning,605233
0608804871,Viborg,508948
2410516410,København,764383
1012502836,Lemvig,749930
1007843882,København,362710
1401922445,Vejen,330007
3010807384,Ringsted,399478
3107802574,Gribskov,447268
1503885456,Gladsaxe,375099
1108794487,Billund,489799
1603788473,Frederiksberg,492520
1503514184,Frederiksberg,764599
0607888919,Viborg,412920
0607912002,Hillerød,305237
1401679816,København,603187
1901992704,Esbjerg,235360
2408847288,København,352691
1001812826,Høje-Taastrup,387187
1211949000,Randers,289082
1209640854,Rudersdal,549400
1401722749,Vesthimmerlands,577887
1404944354,Syddjurs,180547
2903672118,Halsnæs,570933
0806618692,København,638997
2607902326,Ishøj,303451
0210782803,Favrskov,448030
0205665832,Holbæk,589943
2303779543,Herning,466589
2407828031,Thisted,425362
3001824767,Vejen,375041
2206952735,Frederiksberg,335375
2510561395,Svendborg,677131
0309731894,Helsingør,531533
1107678334,København,570486
0811706830,Køge,522273
2602891288,Rebild,382638
2802677068,København,532449
0406681899,Aalborg,581414
2805796601,Herlev,518778
2211790340,Sorø,460199
0101601691,Køge,658530
2704943316,Aarhus,287231
2105798140,Tønder,411117
1402903646,Brøndby,351196
1011980408,Ringkøbing-Skjern,270025
0809963094,Odder,331479
1411641994,København,625661
0107696929,Silkeborg,602113
1010862312,Ikast-Brande,393399
2309909630,Odense,345100
0308772589,Hvidovre,486916
2907693791,Frederiksberg,517105
1501775878,Gribskov,481454
1403977877,Jammerbugt,288212
2306646405,Sønderborg,654874
2903972962,Faxe,279619
1409847884,Randers,443913
2003693970,Horsens,568908
2102724052,Herlev,472489
1309654412,Thisted,598351
1510692472,Frederikshavn,553082
1007902216,Hjørring,319654
0802842998,Odense,387842
3011953323,Næstved,339590
2404649173,København,643514
0212714854,Aalborg,562635
0706923289,Aarhus,305388
0709797137,Høje-Taastrup,464047
3001926003,Jammerbugt,330301
2603867662,Hedensted,325754
1109850882,Bornholm,435153
0102802938,Frederikshavn,425469
2501955746,Assens,273241
1107837092,Faaborg-Midtfyn,435837
2112943134,Billund,307671
1701722449,Guldborgsund,526187
1705751866,Hjørring,522648
2906882340,Aarhus,355513
1504737945,København,503917
0702925022,Ikast-Brande,314909
2603961733,Frederikssund,308394
1404903266,Faaborg-Midtfyn,321398
2202863283,Hillerød,391366
1912751910,Varde,532738
2612740566,København,471709
2112795155,Rebild,528967
1112655498,Assens,562839
1912697082,Greve,493718
2709573117,Frederiksberg,664766
2510632758,Horsens,570963
2606641897,Horsens,618609
2612737472,Vejle,513906
3105784160,København,448540
2004616341,Gentofte,642219
1008842246,Ishøj,428305
1504710622,Holstebro,501718
2810533887,Vejle,772883
2409692722,Esbjerg,564522
1501996588,Middelfart,286770
3112916778,Ishøj,332821
2311809932,Bornholm,448578
1403571364,København,638671
1504796830,Slagelse,465756
2301666977,Varde,573309
1603836396,Aalborg,445248
1401609689,Næstved,663084
1105984498,Odense,207944
1703640677,Ballerup,585540
2212782946,København,448734
2604529622,Esbjerg,686538
0408585129,Skive,701591
0805909011,Ballerup,353346
2106689562,Slagelse,548013
0204932109,Horsens,354333
2802940455,Silkeborg,316836
1002705198,København,549102
2908805593,Favrskov,427246
0306762751,Morsø,520377
2308634165,Ringkøbing-Skjern,645344
0701934686,Faaborg-Midtfyn,297244
1208636485,Roskilde,684172
0203745046,Næstved,473552
2409677223,Glostrup,537641
0908913202,Aalborg,322800
3011963085,Fredericia,316043
2812568691,Norddjurs,710101
0108626016,Roskilde,618232
3009695264,Kolding,546164
1407585889,Ballerup,698778
0606872909,Aarhus,403673
2504583966,Hjørring,686858
2011665149,Herning,611993
1803739239,København,496688
0105758886,København,462511
2203880163,Esbjerg,336123
1106797417,Odense,471892
1110914872,Frederikssund,355577
3107618514,Næstved,627854
0909612997,Ringkøbing-Skjern,674502
2604942905,Roskilde,303495
2611713347,Guldborgsund,555714
1712568889,Hørsholm,732375
3107883840,Vordingborg,335413
3003745601,Frederiksberg,503696
2303936824,Lolland,345827
0709767936,Rebild,455743
1705750198,Vordingborg,497808
1904869962,Randers,377243
1701936507,Aarhus,262662
2210951310,Vesthimmerlands,274543
3008681380,Kerteminde,512407
0711937965,Lejre,331706
2610987122,Frederiksberg,269584
0712993975,Høje-Taastrup,262909
2012521723,Horsens,724691
1006945687,København,309653
0702546325,Vejen,717931
0712954494,Gladsaxe,318310
0705624474,Aarhus,586836
1905636317,Svendborg,638074
2303700420,Aalborg,530368
2403681417,Esbjerg,535323
0510670164,Odense,558562
0308539621,Faaborg-Midtfyn,721589
2908983785,Lyngby-Taarbæk,304026
1101654978,Aalborg,609088
2001821836,Gladsaxe,443805
0204870160,Vejen,376207
2911918976,København,338045
2603896112,København,296785
1509969540,Aalborg,301815
2002655569,Odense,716565
2807916708,Esbjerg,358164
1107848201,Aarhus,442611
1107730830,Solrød,460973
1807636446,Norddjurs,592083
0403764839,Hillerød,526943
1508955410,København,241032
2012974401,København,277999
1712814456,Lemvig,479604
0111895855,Assens,342386
1009939648,Rudersdal,285863
0108864545,Silkeborg,423958
2110769019,Odder,501500
2103989198,Køge,241702
1304811769,København,458788
0409641649,Odense,655185
0906814207,Odense,447434
2611879393,Silkeborg,350711
0910664843,Hjørring,624073
0809810061,København,464761
2010817886,København,456846
0503830120,Holbæk,375030
0704986174,Slagelse,242029
0201740383,Randers,534638
0501901792,Viborg,300205
2903884752,Randers,345931
0609679280,Gladsaxe,563662
0203819354,Vesthimmerlands,414440
2003882016,Aalborg,377307
0710698185,Brønderslev,532338
2705892412,Odense,402222
0208923988,Odense,346895
2909830010,Hillerød,430610
0409527932,Randers,703059
1502833718,Næstved,412694
2610677759,Silkeborg,575660
3006767227,Frederiksberg,561982
1406761906,Aalborg,479266
1809660185,Horsens,597962
0601912838,Ringkøbing-Skjern,326710
0604697168,Kolding,505684
1105700560,Sønderborg,490462
1609621086,Randers,658170
1612680337,Rudersdal,587103
2005754950,Guldborgsund,483737
1609977032,Skanderborg,309192
2612810357,Varde,430539
1605786074,København,403641
0501965975,Aabenraa,274622
2502753702,Vordingborg,459709
0702880267,Mariagerfjord,370329
0307705097,København,542956
2312712424,Hedensted,546726
1310944310,Tønder,259592
2404847583,Frederikshavn,369889
3110860813,Egedal,423618
0709748532,Køge,526366
2509678910,Sorø,537781
2805819889,Svendborg,466877
1304890192,København,303194
2511722817,Holstebro,569788
0206778366,Esbjerg,418777
1203507756,Kalundborg,658289
0812676255,Køge,561282
2810731771,Aarhus,473069
0409854368,Vesthimmerlands,368597
0508858466,Dragør,374660
1306756787,Vejle,476348
0606551227,København,693761
0211603094,Tårnby,609733
2003669302,Randers,552245
2601642418,Aarhus,598357
2311659227,Frederikshavn,632668
2408901763,Guldborgsund,309796
3006778982,Holbæk,500538
0802588679,Skanderborg,668415
1702777335,København,450924
0206661522,Frederikssund,588151
2707801378,Ballerup,477772
0110506575,København,748641
2001681458,Slagelse,565000
1005923307,Aarhus,376039
0708986724,Aabenraa,338314
2101944542,Frederikshavn,252667
1904972177,Hjørring,269934
0206901284,Mariagerfjord,317494
2701708556,Horsens,559531
0212781801,Horsens,478878
3101645273,Frederiksberg,594118
1012693752,Assens,536325
2103558278,Viborg,685893
1906819430,Herning,462432
0912847514,Gladsaxe,435827
2507821283,Assens,470438
0507678494,Odense,543584
2207692592,Assens,562344
0208937086,Gentofte,331301
2211832088,Assens,417992
2505773310,Aarhus,429666
1409547085,Furesø,711494
2302805061,Ishøj,501754
2005607013,Frederikshavn,660552
2210854123,Ishøj,378170
0511821977,Aabenraa,449160
0412566712,Svendborg,646194
0211966713,Norddjurs,311997
2506944172,Rødovre,361696
1904870353,Vejle,364376
2005913567,Aarhus,344126
3009967997,Frederikshavn,216165
1702901408,Slagelse,325666
2705747218,Varde,443796
0901624003,Solrød,658402
0608738628,Køge,487905
2002853454,Odense,339003
0710970802,Ringkøbing-Skjern,271206
1402545095,Aalborg,708647
2110965320,Aalborg,268318
3103851662,Lyngby-Taarbæk,421385
0604653961,Vordingborg,565027
0812920049,Odense,290218
0101655407,København,621991
2706764803,Mariagerfjord,472778
3101645425,Rødovre,579187
1809779279,Odense,497396
2407642638,København,586438
2110852432,Haderslev,398675
0712799567,Allerød,536327
0901764753,Egedal,503282
2904650252,Lolland,614207
2203781584,Roskilde,457247
2311755369,Assens,500103
2003912121,Stevns,338070
1010979302,Kolding,271527
1202722317,Vejen,575780
1704815513,København,454144
2208736024,Viborg,461739
1403832119,København,440662
2904761408,Haderslev,452060
2502893016,Lyngby-Taarbæk,284471
0812707618,Rebild,526280
1401507353,Esbjerg,755948
1410889630,Odsherred,316777
2512936474,Thisted,255076
0304858951,Holbæk,386907
1307984141,Aarhus,324277
1312648836,Rudersdal,606779
0605534974,Aarhus,734500
2612873495,Syddjurs,315401
2507850736,Rødovre,385850
2606773167,København,492000
1903784099,Slagelse,467608
1312995175,Aarhus,218161
2510690906,Samsø,591659
1303768356,Odsherred,514333
0408652429,Vejle,582771
1209888236,Svendborg,330776
0906715435,Høje-Taastrup,491884
0507986506,Guldborgsund,215873
0702707222,Nyborg,499121
2802738051,Kalundborg,529446
2709728034,Fredensborg,529599
0905867431,Hvidovre,392654
2411703319,Randers,582007
2812712931,Fredericia,520464
0502706176,Esbjerg,539425
0903725679,København,510930
2705892457,Silkeborg,352479
2104531067,Vejen,739277
0510844855,Langeland,411076
3011995085,Herning,269003
0211558812,Hedensted,737002
1806730487,Stevns,554943
0503883798,Esbjerg,346109
0503604043,København,675058
2712958198,Dragør,236663
0412632827,Middelfart,670836
3010643706,Bornholm,595647
1911844902,Slagelse,414948
2503835534,Køge,451605
0712684368,Haderslev,562372
1006810355,Aarhus,420598
1612878607,Faaborg-Midtfyn,412649
1003957192,Odense,210045
2403821091,København,388002
2207606492,Tårnby,583714
2110757391,Brønderslev,499012
1510727414,Herlev,521027
1712864518,Ballerup,348310
0511862870,Næstved,369232
2707678619,København,554847
1409904620,Aarhus,316165
0603937160,Horsens,413831
2005626105,Vordingborg,700117
3101623101,Thisted,594694
1104763808,Roskilde,433631
1905917231,Ringkøbing-Skjern,317901
2003635353,Gladsaxe,630092
2308986615,København,298274
2302944218,Frederikshavn,316521
2803902934,Nyborg,266462
1602702642,Varde,535731
0709638587,København,623006
2005817418,Ringkøbing-Skjern,445409
0407957474,Hedensted,238166
2207755192,Allerød,508179
1706783889,Aarhus,496384
2209839977,Roskilde,470367
2210753388,Gladsaxe,450556
1305781135,Billund,451407
1003867853,Hvidovre,387834
1503702431,Esbjerg,547764
3112539859,Aabenraa,732773
2804700785,Varde,560864
0608783810,Vejle,455767
0807845620,Frederikssund,346088
2803633067,Odense,651555
1907727959,Vesthimmerlands,569725
1504688746,Gladsaxe,493921
1805917869,Ringkøbing-Skjern,280393
1807764997,København,460898
2503912460,Solrød,358271
1707746879,Haderslev,509337
1506724748,Vejle,498803
2212895477,Næstved,348483
0912771245,Lyngby-Taarbæk,501483
2707807061,Vejle,452604
1002624395,Høje-Taastrup,697988
0607943835,Odense,253046
0603879898,Rebild,355561
0711618510,Hørsholm,614093
3007809303,Haderslev,483950
0711728369,Assens,478917
2508804659,Skanderborg,457819
3107821914,Thisted,435831
3105978794,Syddjurs,279540
2411890121,Billund,405099
2104925328,Skive,254311
3108835115,Fredericia,437472
0809588375,Thisted,666110
2511736756,Slagelse,479402
0305723071,Favrskov,509591
2401801339,København,477725
1702693944,Sønderborg,538723
0402868156,Furesø,365110
1902609834,Aalborg,657684
1501784457,Greve,467737
2510809969,Hvidovre,447061
2910699655,Frederiksberg,546492
1708716461,Viborg,609032
2506535876,København,682410
3107599770,Vallensbæk,641521
3112650273,Skive,599388
1806803735,København,447698
2701874918,Aalborg,332006
2409762365,København,532819
3105582869,Rudersdal,640197
0406917817,Holstebro,386617
0105967982,Holbæk,274763
2206894594,Køge,327021
3107895194,Frederikssund,318152
2307885841,Langeland,390357
0509792929,Gentofte,515913
2210855878,Helsingør,347989
0508675873,Sorø,612865
2603766185,Halsnæs,542815
1511784016,Aalborg,500334
1503584530,Struer,673873
2405956860,København,258826
2706561005,Hedensted,682882
1503816534,Brøndby,413869
2703911269,Kolding,314177
2010672064,Vejen,522574
3009895454,Haderslev,309085
1012795307,Thisted,478610
2508872653,Tårnby,398525
0910923623,Nyborg,414375
2005674766,Guldborgsund,572567
1208609076,Middelfart,617714
1012959524,Horsens,255932
1706861044,Kolding,308144
3012757143,Haderslev,466827
2806663295,Randers,621427
1210830111,Aarhus,374157
2711807805,Holstebro,473526
2112767823,Frederiksberg,478908
0803688127,Næstved,542643
1510779710,Herning,484221
1902985497,Faxe,202909
2304505370,Aalborg,735203
1209891407,Lemvig,370368
2606776963,Vejle,506855
1502900877,Sønderborg,363058
0711639189,Faxe,557073
1812804585,København,469296
1905636766,Brønderslev,611906
0311874068,Hjørring,375726
2511905524,Hørsholm,373313
1306903961,Frederikshavn,336088
2010892161,Holstebro,341087
1910928030,Thisted,377628
0301931479,Ishøj,342077
2408723620,Gladsaxe,499920
2608657296,Aarhus,559178
0610959507,Vallensbæk,314166
3105644463,Varde,639344
1908681049,København,635420
0303717201,Randers,511900
0402814677,Struer,508392
0903880280,Odsherred,289082
0106986644,Aalborg,205330
1107851165,Morsø,371012
2602937726,Skanderborg,266605
2401582491,Nordfyns,710195
1305875068,København,399057
2305927330,Gribskov,271273
2703746636,Albertslund,535494
0607748086,Guldborgsund,456996
0311811186,Helsingør,433042
2008956174,Esbjerg,309255
0610844373,Odense,443864
1903630109,Hedensted,650166
1907808670,Ballerup,401715
2008568572,Lyngby-Taarbæk,723540
0805880217,Assens,369090
1602641003,Holstebro,624033
2512903674,Sønderborg,359000
3108992663,Vejle,311515
1906939526,Ikast-Brande,269019
1104643153,Kolding,674522
0107710316,Ballerup,506022
1209947168,Næstved,306972
2607942626,Viborg,327396
2303772666,Læsø,428051
2602663138,Assens,540161
1611666290,Odense,553631
1202971479,Aarhus,269871
0307714627,København,559294
1610714171,Guldborgsund,570253
2010921740,Lyngby-Taarbæk,323502
2008694152,Middelfart,534036
1607606741,Hvidovre,642529
0304795459,Solrød,477909
1911733378,Tårnby,485599
2812817259,Køge,453600
0907723447,Helsingør,554385
2202946626,København,322358
0107852963,Thisted,403240
2908976359,Hillerød,247288
1604919690,Horsens,319974
1908534859,Ikast-Brande,738330
0902594223,Rødovre,683076
2508944068,Kolding,279555
0204736526,Odense,477879
1111529412,Viborg,735144
1803627585,Hjørring,633592
0302735100,Hedensted,457214
2602831550,Aalborg,390593
1309817272,København,353436
2703885173,Gladsaxe,389718
0709769426,Vordingborg,475927
2606946870,Esbjerg,210294
2004530661,Solrød,685065
1612570631,Tårnby,670998
1306958196,København,301500
1010552643,Ballerup,699827
2106778328,Hillerød,439047
0512719195,Frederiksberg,557956
2506873656,Faxe,352966
0111833074,Odense,386299
2208880882,Gladsaxe,330636
1009894352,Silkeborg,329807
0905660713,Egedal,588647
0911850040,Mariagerfjord,389906
2408899643,Næstved,369338
2401598730,Lyngby-Taarbæk,665561
0407823867,Herning,441128
3001561794,Furesø,677443
1911541287,Skive,751324
2802989482,Langeland,266318
